,證券代號,證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比
0,0050,元大台灣50,"8,748,846","2,813","924,073,883",106.05,106.35,105.10,105.40,-,1.15,105.35,23,105.40,13,0.00
1,0051,元大中型100,"35,775",32,"1,441,951",40.26,40.55,40.25,40.32,+,0.07,40.25,6,40.32,36,0.00
2,0052,富邦科技,"719,857",290,"66,592,577",92.75,93.50,92.25,92.40,-,1.25,92.35,4,92.40,3,0.00
3,0053,元大電子,"16,167",14,"817,433",50.65,51.00,50.40,50.40,-,0.6,50.60,1,50.65,1,0.00
4,0054,元大台商50,"3,571",5,"90,502",25.48,25.48,25.30,25.30,-,0.2,25.27,24,25.38,29,0.00
5,0055,元大MSCI金融,"78,295",35,"1,395,165",17.94,17.94,17.79,17.85,-,0.1,17.85,2,17.90,10,0.00
6,0056,元大高股息,"10,053,909","3,273","303,502,316",30.25,30.27,30.09,30.23,-,0.02,30.23,11,30.24,33,0.00
7,0057,富邦摩台,"127,873",13,"8,912,287",69.80,69.95,69.20,69.30,-,0.7,69.05,10,69.55,60,0.00
8,0061,元大寶滬深,"193,419",91,"4,103,730",21.49,21.49,21.10,21.11,-,0.39,21.11,52,21.15,10,0.00
9,006203,元大MSCI台灣,"4,663",6,"229,767",49.61,49.70,49.35,49.35,-,0.7,49.10,35,49.20,1,0.00
10,006204,永豐臺灣加權,"203,978",9,"13,242,781",64.90,64.95,64.90,64.95,-,0.35,64.85,50,65.00,100,0.00
11,006205,富邦上証,"1,975,268",196,"68,612,397",35.13,35.13,34.56,34.68,-,0.46,34.68,107,34.70,7,0.00
12,006206,元大上證50,"1,076,550",112,"38,390,383",35.86,35.86,35.31,35.38,-,0.54,35.38,40,35.44,35,0.00
13,006207,FH滬深,"567,007",83,"15,693,141",27.85,27.93,27.47,27.50,-,0.47,27.54,31,27.59,10,0.00
14,006208,富邦台50,"1,178,103",476,"70,805,430",60.50,60.55,59.90,60.00,-,0.7,59.95,18,60.00,6,0.00
15,00625K,富邦上証+R,"54,000",5,"438,030",8.18,8.18,8.11,8.11,-,0.14,8.07,5,8.12,3,0.00
16,00631L,元大台灣50正2,"5,283,101","1,312","353,917,195",67.25,67.80,66.35,66.50,-,1.4,66.50,308,66.60,12,0.00
17,00632R,元大台灣50反1,"87,615,401","5,761","721,921,089",8.23,8.27,8.18,8.25,+,0.07,8.25,"1,680",8.26,"4,963",0.00
18,00633L,富邦上証正2,"9,646,000","2,291","532,289,550",56.00,56.10,54.50,54.80,-,1.5,54.80,892,54.85,315,0.00
19,00634R,富邦上証反1,"1,364,000",145,"6,391,370",4.66,4.71,4.66,4.69,+,0.05,4.69,453,4.71,186,0.00
20,00635U,元大S&P黃金,"1,197,350",450,"32,090,731",26.98,27.00,26.70,26.80,-,0.25,26.78,8,26.80,8,0.00
21,00636,國泰中國A50,"375,339",169,"8,998,769",24.22,24.22,23.84,23.88,-,0.37,23.88,252,23.90,1,0.00
22,00636K,國泰中國A50+U,100,1,817,8.17,8.17,8.17,8.17,-,0.11,8.10,10,8.23,10,0.00
23,00637L,元大滬深300正2,"68,338,100","10,331","1,469,690,276",21.78,21.85,21.27,21.35,-,0.57,21.35,938,21.36,20,0.00
24,00638R,元大滬深300反1,"1,420,000",166,"13,476,890",9.44,9.54,9.43,9.54,+,0.13,9.53,16,9.54,368,0.00
25,00639,富邦深100,"1,261,343",181,"17,690,512",14.20,14.21,14.00,14.05,-,0.18,14.04,301,14.05,42,0.00
26,00640L,富邦日本正2,"254,000",52,"5,083,070",20.04,20.14,19.94,20.01,-,0.13,20.01,1,20.03,25,0.00
27,00641R,富邦日本反1,"196,000",28,"2,594,680",13.23,13.27,13.22,13.26,+,0.07,13.23,157,13.26,48,0.00
28,00642U,元大S&P石油,"9,510,209","1,989","74,549,407",7.90,7.91,7.80,7.80,-,0.04,7.80,141,7.81,217,0.00
29,00643,群益深証中小,"544,754",164,"9,127,891",17.04,17.04,16.66,16.75,-,0.21,16.75,6,16.76,5,0.00
30,00643K,群益深証中小+R,0,0,0,--,--,--,--, ,0.0,3.84,2,3.93,2,0.00
31,00645,富邦日本,"116,745",23,"2,460,669",21.06,21.10,21.05,21.08,-,0.06,21.03,20,21.07,1,0.00
32,00646,元大S&P500,"4,193,462",786,"125,984,506",30.17,30.19,29.90,30.13,-,0.35,30.10,11,30.13,3,0.00
33,00647L,元大S&P500正2,"691,000",199,"28,451,080",41.59,41.66,40.78,41.00,-,1.3,41.00,4,41.05,100,0.00
34,00648R,元大S&P500反1,"963,052",112,"9,179,747",9.49,9.58,9.47,9.55,+,0.14,9.54,23,9.55,512,0.00
35,00650L,FH香港正2,"1,388,200",428,"31,173,670",22.90,23.02,22.18,22.39,-,0.62,22.37,10,22.39,60,0.00
36,00651R,FH香港反1,"524,000",84,"4,448,010",8.38,8.54,8.35,8.52,+,0.14,8.51,9,8.52,58,0.00
37,00652,富邦印度,"118,195",57,"2,473,968",20.97,21.03,20.86,20.94,-,0.02,20.95,1,20.97,3,0.00
38,00653L,富邦印度正2,"7,952,200","1,044","184,762,040",23.25,23.43,22.98,23.26,+,0.06,23.25,647,23.26,146,0.00
39,00654R,富邦印度反1,"83,000",29,"1,047,290",12.59,12.69,12.58,12.61,+,0.04,12.60,4,12.61,19,0.00
40,00655L,國泰中國A50正2,"5,895,000","1,423","238,439,200",41.03,41.19,40.06,40.22,-,1.16,40.22,904,40.25,1,0.00
41,00656R,國泰中國A50反1,"241,000",58,"2,087,990",8.60,8.70,8.60,8.70,+,0.12,8.67,86,8.69,369,0.00
42,00657,國泰日經225,"106,556",8,"3,079,833",29.02,29.02,28.90,28.90,-,0.21,28.84,51,28.90,10,0.00
43,00657K,國泰日經225+U,100,1,991,9.91,9.91,9.91,9.91,-,0.05,9.86,10,9.91,1,0.00
44,00660,元大歐洲50,"50,089",9,"1,188,796",23.91,23.91,23.64,23.64,-,0.27,23.67,2,23.74,40,0.00
45,00661,元大日經225,108,1,"3,096",--,--,--,--, ,0.0,29.41,15,29.55,15,0.00
46,00662,富邦NASDAQ,"1,340,010",370,"56,548,839",42.41,42.41,42.06,42.40,-,0.96,42.40,16,42.41,10,0.00
47,00663L,國泰臺灣加權正2,"221,000",26,"13,267,450",60.10,60.25,59.35,59.35,-,0.75,59.40,228,59.50,198,0.00
48,00664R,國泰臺灣加權反1,"2,733,004",283,"25,555,886",9.33,9.38,9.29,9.36,+,0.05,9.36,302,9.37,4,0.00
49,00665L,富邦恒生國企正2,"278,000",66,"5,810,820",21.17,21.29,20.55,20.70,-,0.46,20.69,101,20.72,3,0.00
50,00666R,富邦恒生國企反1,"86,000",8,"1,132,420",13.04,13.21,13.04,13.15,+,0.15,13.13,100,13.17,5,0.00
51,00668,國泰美國道瓊,"364,773",85,"10,675,272",29.49,29.49,29.16,29.23,-,0.28,29.23,1,29.24,48,0.00
52,00668K,國泰美國道瓊+U,100,1,"1,002",10.02,10.02,10.02,10.02,-,0.06,9.96,10,10.03,1,0.00
53,00669R,國泰美國道瓊反1,"1,729,000",263,"17,955,350",10.34,10.43,10.33,10.41,+,0.08,10.40,30,10.41,"1,066",0.00
54,00670L,富邦NASDAQ正2,"3,235,990","1,410","204,318,672",63.60,63.85,62.10,62.80,-,3.9,62.80,124,62.90,9,0.00
55,00671R,富邦NASDAQ反1,"5,690,000",538,"43,330,310",7.59,7.66,7.55,7.63,+,0.22,7.61,168,7.63,"1,247",0.00
56,00672L,元大S&P原油正2,"81,389,100","1,992","64,336,620",0.80,0.81,0.78,0.78,+,0.02,0.78,"100,589",0.79,"6,086",0.00
57,00673R,元大S&P原油反1,"649,000",185,"19,931,450",30.56,31.01,30.41,30.96,-,0.47,30.95,5,30.96,128,0.00
58,00674R,元大S&P黃金反1,"339,000",65,"4,248,580",12.46,12.60,12.46,12.56,+,0.11,12.55,1,12.56,94,0.00
59,00675L,富邦臺灣加權正2,"428,000",184,"11,013,120",25.74,26.03,25.51,25.62,-,0.35,25.62,1,25.63,399,0.00
60,00676R,富邦臺灣加權反1,"2,914,000",315,"14,795,360",5.08,5.10,5.05,5.08,+,0.02,5.08,"1,095",5.09,19,0.00
61,00677U,富邦VIX,"205,045,189","12,200","990,441,971",4.76,4.89,4.74,4.85,+,0.1,4.85,"1,555",4.86,"5,015",0.00
62,00678,群益NBI生技,"367,135",22,"9,312,306",25.63,25.63,25.31,25.32,-,0.38,25.36,2,25.37,2,0.00
63,00680L,元大美債20正2,"34,000",11,"1,068,100",31.49,31.56,31.39,31.56,-,0.21,31.53,9,31.56,1,0.00
64,00681R,元大美債20反1,"2,000",2,"25,010",12.51,12.51,12.50,12.50,+,0.06,12.48,25,12.50,54,0.00
65,00682U,元大美元指數,"34,126",21,"636,272",18.57,18.67,18.57,18.66,+,0.1,18.65,1,18.66,51,0.00
66,00683L,元大美元指數正2,"508,000",132,"9,070,060",17.74,17.91,17.74,17.89,+,0.2,17.86,2,17.89,54,0.00
67,00684R,元大美元指數反1,"3,000",3,"56,380",18.79,18.80,18.79,18.80,+,0.07,18.76,70,18.81,20,0.00
68,00685L,群益臺灣加權正2,"172,000",117,"3,899,020",22.65,22.87,22.47,22.47,-,0.39,22.51,1,22.52,16,0.00
69,00686R,群益臺灣加權反1,"43,000",10,"237,290",5.52,5.55,5.50,5.55,+,0.03,5.54,40,5.55,120,0.00
70,00688L,國泰20年美債正2,"100,000",2,"3,197,000",31.97,31.97,31.97,31.97,-,0.18,31.85,32,31.93,35,0.00
71,00689R,國泰20年美債反1,"120,000",4,"1,537,200",12.81,12.81,12.81,12.81,+,0.01,12.78,56,12.82,25,0.00
72,00690,兆豐藍籌30,"345,312",50,"8,848,341",25.71,25.74,25.52,25.52,-,0.28,25.52,67,25.55,5,0.00
73,00691R,兆豐藍籌30反1,"1,000",1,"11,420",11.42,11.42,11.42,11.42,X,0.0,11.44,5,11.49,110,0.00
74,00692,富邦公司治理,"2,662,495",857,"71,680,440",27.00,27.05,26.81,26.85,-,0.27,26.85,99,26.86,28,0.00
75,00693U,街口S&P黃豆,"11,194,283","1,862","177,533,522",15.84,15.94,15.78,15.82,+,0.32,15.82,28,15.83,64,0.00
76,00700,富邦恒生國企,"109,000",7,"1,984,090",18.44,18.44,18.18,18.20,-,0.26,18.22,5,18.28,20,0.00
77,00701,國泰股利精選30,"642,043",336,"13,470,679",21.07,21.07,20.95,20.96,-,0.09,20.96,7,20.97,3,0.00
78,00702,國泰標普低波高息,"8,029",9,"131,713",16.46,16.46,16.36,16.40,-,0.12,16.38,5,16.42,1,0.00
79,00703,台新MSCI中國,"46,584",17,"1,102,378",23.81,23.83,23.44,23.54,-,0.38,23.53,1,23.54,20,0.00
80,00706L,元大S&P日圓正2,"34,000",9,"606,610",17.87,17.89,17.83,17.84,+,0.04,17.85,40,17.89,48,0.00
81,00707R,元大S&P日圓反1,"5,000",2,"95,150",19.03,19.03,19.03,19.03,-,0.05,18.99,41,19.04,19,0.00
82,00708L,元大S&P黃金正2,"4,101,000","1,076","135,587,000",33.54,33.57,32.80,33.06,-,0.59,33.06,15,33.07,201,0.00
83,00709,富邦歐洲,"112,056",10,"2,218,446",19.93,19.93,19.75,19.79,-,0.21,19.74,101,19.80,2,0.00
84,00710B,FH彭博高收益債,"381,180",142,"7,136,885",18.84,18.84,18.70,18.73,X,0.0,18.73,4,18.74,22,0.00
85,00711B,FH彭博新興債,"161,684",19,"3,614,278",22.35,22.38,22.35,22.36,X,0.0,22.34,14,22.36,34,0.00
86,00712,FH富時不動產,"2,632,198",811,"29,409,934",11.15,11.22,11.13,11.16,X,0.0,11.15,234,11.16,3,0.00
87,00713,元大台灣高息低波,"45,406",51,"1,523,288",33.53,33.65,33.49,33.50,-,0.03,33.49,5,33.50,3,0.00
88,00714,群益道瓊美國地產,"30,695",16,"579,256",19.02,19.02,18.85,18.85,-,0.19,18.84,10,18.89,50,0.00
89,00715L,街口布蘭特油正2,"45,105,260","3,902","167,492,617",3.83,3.85,3.59,3.61,-,0.05,3.61,16,3.62,129,0.00
90,00717,富邦美國特別股,"668,199",82,"11,247,633",16.88,16.88,16.81,16.83,-,0.03,16.82,129,16.83,49,0.00
91,00728,第一金工業30,"242,380",32,"5,386,266",22.31,22.31,22.18,22.25,-,0.09,22.16,25,22.25,1,0.00
92,00730,富邦臺灣優質高息,"369,415",166,"6,454,563",17.55,17.55,17.44,17.44,-,0.11,17.46,50,17.48,22,0.00
93,00731,FH富時高息低波,"1,035,606",31,"49,091,645",47.60,47.60,47.40,47.40,-,0.2,47.38,1,47.40,2,0.00
94,00732,國泰RMB短期報酬,"100,000",2,"3,885,000",38.85,38.85,38.85,38.85,-,0.07,38.83,10,38.94,2,0.00
95,00733,富邦臺灣中小,"206,938",10,"5,143,731",24.78,24.86,24.67,24.86,+,0.08,24.73,10,24.84,1,0.00
96,00735,國泰臺韓科技,"168,211",31,"4,199,822",25.08,25.14,24.92,24.92,-,0.29,24.91,1,24.93,2,0.00
97,00736,國泰新興市場,"155,859",18,"3,144,440",20.34,20.39,20.12,20.12,-,0.34,20.11,20,20.15,23,0.00
98,00737,國泰AI+Robo,"530,330",118,"13,211,910",25.05,25.07,24.80,24.88,-,0.48,24.88,29,24.90,45,0.00
99,00738U,元大道瓊白銀,"3,354,035",811,"96,675,853",29.05,29.12,28.56,28.75,-,0.5,28.74,10,28.75,5,0.00
100,00739,元大MSCI A股,"241,501",49,"6,135,685",25.57,25.60,25.24,25.28,-,0.39,25.28,51,25.33,35,0.00
101,00742,新光內需收益,"642,555",32,"13,601,059",21.20,21.24,21.15,21.17,-,0.03,21.15,3,21.17,1,0.00
102,00743,國泰中國A150,"49,894",11,"1,279,335",25.70,25.73,25.46,25.46,-,0.41,25.60,20,25.67,92,0.00
103,00752,中信中國50,"424,289",240,"11,908,749",28.48,28.48,27.91,28.01,-,0.3,28.01,12,28.03,102,0.00
104,00753L,中信中國50正2,"496,000",104,"16,481,660",33.85,33.85,32.75,33.05,-,0.77,33.09,20,33.11,1,0.00
105,00757,統一FANG+,"1,753,377",921,"66,202,279",38.05,38.05,37.54,37.66,-,0.98,37.66,14,37.68,10,0.00
106,00762,元大全球AI,"555,976",294,"16,790,561",30.43,30.43,30.00,30.20,-,0.71,30.20,1,30.22,14,0.00
107,00763U,街口道瓊銅,"22,000",11,"442,390",20.22,20.22,20.02,20.02,-,0.31,20.02,47,20.08,9,0.00
108,00766L,台新MSCI中國正2,"144,000",47,"1,492,030",10.57,10.58,10.28,10.31,-,0.23,10.30,1,10.31,20,0.00
109,00770,國泰北美科技,"391,084",144,"11,561,044",29.70,29.72,29.31,29.49,-,0.89,29.48,1,29.49,45,0.00
110,00771,元大US高息特別股,"17,544",12,"337,226",19.24,19.25,19.20,19.20,-,0.05,19.19,4,19.24,17,0.00
111,00774B,新光中國政金綠債,"341,000",4,"13,333,250",39.10,39.15,39.10,39.15,+,0.05,38.98,10,39.10,2,0.00
112,00774C,新光中政金綠債+R,0,0,0,--,--,--,--, ,0.0,9.00,5,9.08,1,0.00
113,00775B,新光投等債15+,"1,726,009",9,"79,270,809",45.95,45.95,45.75,45.85,-,0.1,45.85,8,45.86,2,0.00
114,00783,富邦中証500,"964,853",35,"20,554,831",21.48,21.48,21.26,21.34,-,0.17,21.34,45,21.36,25,0.00
115,008201,BP上證50,0,0,0,--,--,--,--, ,0.0,117.15,5,120.00,5,0.00
116,00830,國泰費城半導體,"1,256,384",356,"25,434,722",20.47,20.47,20.13,20.25,-,0.44,20.24,1,20.25,97,0.00
117,00850,元大臺灣ESG永續,"2,524,790","1,007","65,929,729",26.24,26.24,26.00,26.03,-,0.27,26.03,10,26.04,59,0.00
118,00851,台新全球AI,"229,255",110,"6,131,513",26.85,26.90,26.56,26.70,-,0.92,26.69,40,26.70,1,0.00
119,00852L,國泰美國道瓊正2,"9,480,000",787,"133,451,980",14.18,14.21,13.91,14.01,-,0.24,14.00,7,14.01,325,0.00
120,00861,元大全球未來通訊,"1,689,100",713,"39,688,344",23.71,23.71,23.34,23.46,-,0.34,23.45,21,23.46,20,0.00
121,00865B,國泰US短期公債,"102,770",6,"3,951,349",38.46,38.46,38.45,38.45,-,0.1,38.44,168,38.46,13,0.00
122,00866,新光Shiller CAPE,"84,061",17,"1,747,846",20.89,20.90,20.73,20.73,-,0.23,20.73,10,20.75,5,0.00
123,00875,國泰網路資安,"3,027,115","1,189","78,213,280",26.00,26.01,25.71,25.80,-,0.39,25.80,4,25.81,23,0.00
124,00876,元大未來關鍵科技,"1,735,356",653,"36,125,164",20.98,20.98,20.70,20.78,-,0.19,20.77,90,20.78,4,0.00
125,00878,國泰永續高股息,"17,464,748","5,690","258,817,887",14.89,14.90,14.79,14.79,-,0.1,14.79,812,14.80,278,0.00
126,01001T,土銀富邦R1,"41,000",32,"752,760",18.36,18.36,18.36,18.36, ,0.0,18.36,8,18.42,11,0.00
127,01002T,土銀國泰R1,"81,675",54,"1,515,338",18.55,18.60,18.36,18.58,+,0.03,18.55,1,18.58,23,0.00
128,01003T,兆豐新光R1,"8,053,000",14,"164,957,110",19.75,19.80,19.75,19.80,+,0.06,19.78,5,19.82,25,0.00
129,01004T,土銀富邦R2,"21,000",21,"343,440",16.70,16.70,16.15,16.34,+,0.4,15.95,4,16.34,2,0.00
130,01007T,兆豐國泰R2,"60,000",34,"1,139,040",19.00,19.00,18.97,18.99,+,0.04,18.97,16,18.98,20,0.00
131,01009T,王道圓滿R1,"17,000",6,"166,150",9.75,9.85,9.75,9.85,+,0.15,9.74,2,9.83,3,0.00
132,01010T,京城樂富R1,"37,000",10,"384,700",10.40,10.40,10.39,10.40, ,0.0,10.39,37,10.40,8,0.00
133,020000,富邦特選蘋果N,"2,000",2,"11,400",5.70,5.70,5.70,5.70,-,0.02,5.68,100,5.70,100,0.00
134,020002,元富新中國N,"117,000",12,"2,152,590",18.54,18.54,18.31,18.33,-,0.3,18.33,479,18.35,355,0.00
135,020004,兆豐電菁英30N,"3,000",1,"77,010",25.67,25.67,25.67,25.67,-,0.21,25.62,499,25.63,499,0.00
136,020006,永昌中小300N,0,0,0,--,--,--,--, ,0.0,24.32,103,24.33,106,0.00
137,020007,凱基臺灣500N,0,0,0,--,--,--,--, ,0.0,24.79,205,24.84,207,0.00
138,020008,元大特股高息N,"489,000",17,"5,310,830",10.87,10.87,10.85,10.85,-,0.02,10.85,248,10.86,200,0.00
139,020011,統一微波高息20N,"26,000",9,"127,390",4.91,4.94,4.88,4.89,-,0.01,4.88,493,4.89,496,0.00
140,020012,富邦行動通訊N,"106,000",9,"594,680",5.60,5.63,5.60,5.61,+,0.02,5.61,100,5.62,6,0.00
141,020015,統一MSCI美低波N,0,0,0,--,--,--,--, ,0.0,12.70,490,12.72,496,0.00
142,020016,統一MSCI美科技N,"3,000",3,"44,040",14.68,14.69,14.67,14.69,-,0.37,14.69,498,14.71,492,0.00
143,020018,統一價值成長30N,"600,000",47,"6,523,670",10.84,10.91,10.83,10.86,+,0.04,10.86,495,10.88,499,0.00
144,020019,統一特選台灣5GN,"413,000",77,"3,994,520",9.71,9.72,9.64,9.65,-,0.11,9.64,121,9.65,475,0.00
145,02001L,富邦蘋果正二N,"2,000",1,"14,380",7.19,7.19,7.19,7.19,-,0.07,7.15,100,7.17,100,0.00
146,02001R,富邦蘋果反一N,"6,000",2,"24,200",4.03,4.05,4.03,4.05,+,0.02,4.03,100,4.05,100,0.00
147,1101,台泥,"11,453,103","5,343","489,024,622",42.85,43.00,42.45,42.55,-,0.3,42.50,389,42.55,65,10.04
148,1101B,台泥乙特,"8,058",10,"432,808",53.60,54.00,53.50,54.00, ,0.0,53.40,1,53.90,11,0.00
149,1102,亞泥,"3,361,981","2,131","142,696,632",42.60,42.80,42.15,42.40,-,0.4,42.30,4,42.40,20,10.37
150,1103,嘉泥,"348,513",144,"5,775,782",16.60,16.65,16.50,16.55,-,0.05,16.55,3,16.60,71,21.22
151,1104,環泥,"465,263",268,"9,209,834",19.75,20.00,19.65,19.75, ,0.0,19.75,1,19.80,69,11.16
152,1108,幸福,"1,259,100",471,"14,410,199",11.30,11.55,11.30,11.45,+,0.15,11.45,103,11.50,34,15.90
153,1109,信大,"1,252,650",589,"25,414,445",20.20,20.45,20.10,20.25,+,0.1,20.20,10,20.25,12,7.50
154,1110,東泥,"77,100",28,"1,259,475",16.35,16.40,16.25,16.30,-,0.05,16.25,3,16.30,5,0.00
155,1201,味全,"359,643",204,"7,240,920",20.15,20.20,20.05,20.15, ,0.0,20.10,65,20.15,5,34.74
156,1203,味王,"83,508",66,"2,733,434",32.80,33.30,32.50,32.80, ,0.0,32.80,4,33.00,15,17.92
157,1210,大成,"1,666,193","1,205","73,165,503",43.85,44.00,43.70,43.90,+,0.35,43.90,3,43.95,40,13.55
158,1213,大飲,"12,748",9,"123,806",9.65,9.77,9.65,9.77,+,0.12,9.65,1,9.80,3,0.00
159,1215,卜蜂,"285,764",247,"19,346,466",67.80,67.90,67.60,67.80, ,0.0,67.70,15,67.80,11,11.85
160,1216,統一,"18,363,013","7,963","1,188,770,866",64.30,65.30,64.30,64.50,-,1.9,64.50,31,64.60,6,19.49
161,1217,愛之味,"1,313,690",434,"10,115,933",7.69,7.74,7.65,7.70,+,0.01,7.70,12,7.72,21,36.67
162,1218,泰山,"592,855",259,"13,308,918",22.55,22.55,22.35,22.40,-,0.1,22.40,48,22.45,8,15.66
163,1219,福壽,"230,996",132,"4,447,870",19.35,19.35,19.15,19.35,+,0.25,19.30,1,19.35,49,12.40
164,1220,台榮,"177,006",65,"2,028,619",11.50,11.55,11.35,11.50,+,0.05,11.50,9,11.55,25,12.64
165,1225,福懋油,"41,373",48,"1,367,184",33.00,33.10,33.00,33.05,+,0.1,33.00,13,33.05,4,21.89
166,1227,佳格,"485,295",292,"30,779,926",63.50,63.60,63.30,63.50, ,0.0,63.40,168,63.50,4,16.00
167,1229,聯華,"1,881,506","1,298","77,517,758",41.90,41.90,40.90,40.95,-,0.6,40.95,9,41.10,1,16.58
168,1231,聯華食,"210,397",159,"8,805,274",41.95,41.95,41.70,41.90,-,0.1,41.75,2,41.90,2,13.09
169,1232,大統益,"26,462",32,"3,157,670",119.00,119.50,119.00,119.50, ,0.0,119.00,17,119.50,12,19.43
170,1233,天仁,"19,376",31,"711,170",36.70,36.80,36.55,36.80,+,0.05,36.70,1,36.80,3,40.00
171,1234,黑松,"72,126",53,"2,357,475",32.70,32.75,32.65,32.65,-,0.05,32.65,10,32.70,1,16.32
172,1235,興泰,"28,435",25,"713,408",25.25,25.30,24.90,25.00,-,0.15,24.95,2,25.10,7,26.88
173,1236,宏亞,"25,966",87,"353,272",13.55,13.65,13.50,13.60,+,0.1,13.55,2,13.60,2,71.58
174,1256,鮮活果汁-KY,"125,226",134,"32,515,404",253.50,265.00,253.50,255.50, ,0.0,255.00,3,256.50,2,17.44
175,1301,台塑,"4,652,128","2,185","365,931,772",79.20,79.20,78.30,78.60,-,0.3,78.60,19,78.70,49,28.07
176,1303,南亞,"3,971,220","2,085","241,758,120",60.80,61.10,60.70,60.90,-,0.2,60.90,74,61.00,267,31.55
177,1304,台聚,"93,063,744","20,004","1,627,237,218",17.00,17.80,16.70,17.55,+,1.35,17.50,336,17.55,256,17.21
178,1305,華夏,"46,169,031","16,237","997,532,824",21.00,22.45,20.70,22.45,+,1.65,22.40,69,22.45,225,17.82
179,1307,三芳,"264,492",166,"5,733,700",21.40,21.90,21.40,21.55,+,0.15,21.55,8,21.60,2,33.67
180,1308,亞聚,"19,094,382","4,445","396,017,322",20.20,21.00,19.70,21.00,+,1.9,21.00,"27,197",--,0,13.73
181,1309,台達化,"41,471,536","17,936","1,334,408,760",31.00,33.00,30.70,31.95,+,1.55,31.95,142,32.00,12,18.91
182,1310,台苯,"4,231,937","1,859","70,516,592",16.35,16.90,16.35,16.60,+,0.4,16.60,13,16.65,30,118.57
183,1312,國喬,"17,138,059","5,650","336,545,596",19.30,20.05,19.30,19.55,+,0.5,19.50,351,19.55,105,12.14
184,1312A,國喬特,0,0,0,--,--,--,--, ,0.0,30.25,2,30.65,3,0.00
185,1313,聯成,"7,310,729","1,978","99,282,224",13.25,13.75,13.25,13.70,+,0.55,13.70,3,13.75,222,97.86
186,1314,中石化,"31,212,925","5,834","279,529,066",8.80,9.04,8.80,8.91,+,0.15,8.91,399,8.92,3,23.45
187,1315,達新,"514,792",321,"27,142,016",53.10,53.10,52.40,52.50,-,0.4,52.50,1,52.60,26,1.84
188,1316,上曜,"783,043",230,"9,212,156",11.70,11.90,11.65,11.70, ,0.0,11.65,47,11.70,22,0.00
189,1319,東陽,"955,584",796,"35,871,640",37.75,38.10,37.30,37.35,-,0.5,37.35,9,37.45,4,16.75
190,1321,大洋,"315,000",185,"11,438,400",36.10,36.75,36.00,36.25,+,0.25,36.25,7,36.30,3,14.92
191,1323,永裕,"58,300",36,"1,966,199",33.70,33.80,33.55,33.75,-,0.15,33.55,3,33.75,22,9.78
192,1324,地球,"95,000",50,"940,330",9.88,9.98,9.85,9.85,-,0.01,9.85,2,9.91,1,70.36
193,1325,恆大,"2,757,277","1,937","385,534,003",138.50,142.00,138.00,138.00,-,0.5,138.00,112,138.50,8,15.65
194,1326,台化,"3,654,828","2,083","248,779,926",68.10,68.40,67.80,68.20,-,0.1,68.10,16,68.20,42,33.43
195,1337,再生-KY,"5,968,419","1,064","39,637,999",6.19,6.73,6.19,6.73,+,0.61,6.73,"3,728",--,0,0.00
196,1338,廣華-KY,"252,012",194,"14,461,196",57.30,57.70,57.00,57.10,+,0.1,57.10,7,57.20,4,21.23
197,1339,昭輝,"468,665",220,"21,210,875",45.30,45.50,44.95,45.00,-,0.15,44.95,2,45.20,4,21.84
198,1340,勝悅-KY,"1,194,099",624,"14,134,397",11.45,12.15,11.35,11.85,+,0.4,11.80,21,11.85,1,0.00
199,1341,富林-KY,"5,000",1,"292,000",58.40,58.40,58.40,58.40,-,0.2,58.00,1,58.50,6,10.79
200,1402,遠東新,"10,566,932","3,897","273,415,082",26.00,26.10,25.75,25.95,-,0.05,25.90,124,25.95,14,15.63
201,1409,新纖,"2,642,388",997,"30,299,717",11.40,11.55,11.40,11.45,+,0.05,11.40,286,11.45,2,7.58
202,1410,南染,"78,725",28,"2,717,857",34.45,34.95,34.05,34.80,+,0.6,34.60,1,34.90,8,37.02
203,1413,宏洲,"364,911",154,"3,332,489",8.81,9.38,8.81,9.10,+,0.12,9.10,5,9.19,6,0.00
204,1414,東和,"1,411,826",531,"12,476,814",8.80,8.97,8.61,8.70,-,0.06,8.70,32,8.76,3,36.25
205,1416,廣豐,"231,015",126,"3,254,754",14.15,14.20,14.05,14.05,-,0.1,14.05,1,14.10,8,0.00
206,1417,嘉裕,"22,958,449","5,859","286,662,819",11.40,12.70,11.40,12.70,+,1.15,12.70,"1,203",--,0,8.88
207,1418,東華,"4,003",7,"30,791",7.62,7.77,7.62,7.77,-,0.12,7.72,3,8.08,1,0.00
208,1419,新紡,"14,101",18,"632,023",44.50,45.00,44.50,44.80,-,0.5,44.80,1,45.10,1,37.02
209,1423,利華,"91,439",54,"1,325,970",14.40,14.60,14.40,14.45, ,0.0,14.40,11,14.55,6,0.00
210,1434,福懋,"7,268,867","3,745","240,695,064",32.80,33.30,32.70,33.25,+,0.45,33.20,168,33.25,99,13.41
211,1435,中福,"2,444,746",657,"28,712,625",11.00,12.00,11.00,11.55,+,0.6,11.50,21,11.55,13,0.00
212,1436,華友聯,"41,078",32,"1,532,066",37.25,37.35,37.25,37.30,+,0.05,37.25,6,37.30,2,14.51
213,1437,勤益控,"93,340",43,"2,148,420",23.00,23.10,22.95,23.05,+,0.1,23.05,1,23.10,33,17.46
