,證券代號,證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比
699,3042,晶技,"8,866,461","5,571","723,633,823",82.70,83.00,80.80,81.20,-,1.3,81.10,64,81.20,7,23.20
700,3043,科風,"9,817,116","3,284","129,720,689",13.35,13.35,12.70,12.70,+,0.55,12.65,7,12.70,19,0.00
701,3044,健鼎,"1,178,488",907,"133,885,887",114.00,114.50,113.00,113.50,-,0.5,113.50,92,114.00,15,10.01
702,3045,台灣大,"3,872,654","2,129","386,834,500",100.00,100.50,99.70,99.70,-,0.3,99.70,445,99.80,231,22.30
703,3046,建碁,"95,152",48,"1,578,763",16.75,16.75,16.50,16.55,-,0.15,16.55,5,16.90,4,0.00
704,3047,訊舟,"7,189,379","2,734","115,026,169",15.80,16.20,15.75,16.00,+,0.2,15.95,10,16.00,41,0.00
705,3048,益登,"1,188,976",517,"21,500,768",18.10,18.20,17.95,18.05,-,0.05,18.05,123,18.10,1,8.76
706,3049,和鑫,"4,682,670","1,526","46,298,679",9.82,9.95,9.76,9.86,+,0.11,9.86,71,9.87,6,14.09
707,3050,鈺德,"1,720,952",470,"19,940,245",11.65,11.80,11.50,11.55,-,0.05,11.55,14,11.60,19,18.93
708,3051,力特,"333,450",69,"1,560,354",4.67,4.80,4.63,4.66,-,0.01,4.66,3,4.77,9,0.00
709,3052,夆典,"1,304,581",411,"15,601,162",11.90,12.05,11.90,11.95,+,0.05,11.90,73,11.95,22,6.39
710,3054,立萬利,"3,000",3,"67,950",22.45,22.90,22.45,22.60,-,0.3,22.75,1,22.85,4,"2,260.00"
711,3055,蔚華科,"479,355",303,"16,092,341",33.50,33.80,33.40,33.50,+,0.25,33.50,15,33.60,2,0.00
712,3056,總太,"2,053,888","1,013","79,742,039",38.55,39.20,38.45,38.55,-,0.15,38.55,21,38.65,23,10.65
713,3058,立德,"294,000",150,"2,314,212",7.96,8.01,7.82,7.82,-,0.14,7.82,18,7.86,2,0.00
714,3059,華晶科,"525,512",300,"13,875,563",26.50,26.55,26.20,26.40, ,0.0,26.40,11,26.45,17,58.67
715,3060,銘異,"243,863",151,"3,400,179",13.90,14.05,13.90,13.90,+,0.05,13.90,6,13.95,4,0.00
716,3062,建漢,"674,549",391,"10,269,921",15.15,15.30,15.15,15.25, ,0.0,15.20,10,15.25,47,762.50
717,3090,日電貿,"394,773",296,"17,865,849",44.90,45.50,44.90,45.10,+,0.25,45.10,7,45.15,1,13.50
718,3094,聯傑,"160,104",99,"3,242,845",20.40,20.45,20.15,20.15,-,0.25,20.15,15,20.20,14,36.64
719,3130,一零四,"3,200",7,"470,900",147.50,147.50,146.50,146.50, ,0.0,145.50,2,147.50,1,19.05
720,3149,正達,"448,226",172,"4,690,526",10.45,10.60,10.40,10.40,-,0.05,10.40,35,10.45,1,0.00
721,3164,景岳,"92,000",56,"2,244,150",24.25,24.60,23.95,24.60,+,0.05,24.60,43,24.70,12,60.00
722,3167,大量,"40,070",30,"1,759,859",43.75,44.10,43.75,44.00,+,0.1,43.70,2,43.85,1,20.66
723,3189,景碩,"12,653,412","7,773","866,378,017",69.30,70.10,67.70,68.00,-,1.2,68.00,31,68.10,31,755.56
724,3209,全科,"337,304",166,"6,821,900",20.20,20.30,20.10,20.30,+,0.15,20.25,2,20.30,19,9.35
725,3229,晟鈦,"52,004",40,"517,167",9.95,10.00,9.90,9.96,+,0.01,9.90,3,9.96,2,0.00
726,3231,緯創,"15,461,764","6,799","461,250,543",30.10,30.40,29.60,29.65,-,0.45,29.65,83,29.70,45,10.15
727,3257,虹冠電,"155,200",127,"11,195,597",73.00,73.00,71.80,71.90,-,0.4,71.80,8,72.30,1,29.35
728,3266,昇陽,"28,100",16,"387,730",13.80,13.80,13.75,13.80, ,0.0,13.80,2,13.85,8,27.60
729,3296,勝德,"154,190",97,"2,333,208",15.10,15.40,15.05,15.05,-,0.4,15.00,14,15.10,3,0.00
730,3305,昇貿,"220,302",158,"5,784,616",26.15,26.60,26.05,26.15,+,0.25,26.15,4,26.20,4,23.14
731,3308,聯德,"1,260,160",476,"10,090,275",8.18,8.18,7.88,8.15,+,0.6,8.14,3,8.15,4,0.00
732,3311,閎暉,"77,627",54,"2,184,056",28.00,28.25,28.00,28.15, ,0.0,28.10,8,28.15,9,0.00
733,3312,弘憶股,"90,588",44,"1,244,611",13.75,13.80,13.70,13.75, ,0.0,13.70,18,13.75,2,12.28
734,3321,同泰,"1,923,831",872,"31,042,866",15.10,16.60,14.95,16.45,+,1.35,16.35,12,16.45,19,0.00
735,3338,泰碩,"833,200",582,"54,262,099",64.40,65.70,64.40,65.00,+,0.6,65.00,4,65.10,17,17.24
736,3346,麗清,"337,200",213,"10,520,579",31.00,31.75,30.90,31.00,+,0.15,31.00,10,31.15,2,0.00
737,3356,奇偶,"665,685",418,"17,386,625",25.75,26.35,25.65,26.20,+,0.65,26.15,2,26.20,2,291.11
738,3376,新日興,"1,045,294",681,"150,593,181",143.50,145.50,143.00,144.00, ,0.0,143.50,10,144.00,727,18.63
739,3380,明泰,"1,010,603",515,"28,446,308",28.05,28.40,28.00,28.05,+,0.05,28.05,6,28.10,10,63.75
740,3383,新世紀,"56,974",31,"231,076",4.00,4.16,3.97,4.09,+,0.06,4.03,2,4.15,15,0.00
741,3406,玉晶光,"6,487,660","5,306","3,929,882,000",608.00,618.00,596.00,598.00,-,15.0,598.00,27,599.00,5,20.17
742,3413,京鼎,"826,886",640,"157,322,552",188.50,192.00,188.50,191.50,+,3.0,191.50,38,192.00,71,14.79
743,3416,融程電,"164,329",115,"12,714,100",76.70,78.30,76.60,77.40, ,0.0,77.40,2,77.50,5,24.81
744,3419,譁裕,"332,105",140,"4,490,905",13.50,13.65,13.40,13.50,-,0.05,13.50,1,13.55,23,0.00
745,3432,台端,"53,000",23,"686,750",12.95,13.05,12.90,13.05,+,0.05,12.95,1,13.05,7,21.75
746,3437,榮創,"18,135,114","7,242","472,234,289",24.10,26.70,24.10,26.70,+,2.4,26.70,"3,142",--,0,0.00
747,3443,創意,"1,294,700","1,151","345,026,200",269.00,270.50,264.00,264.50,-,4.5,264.50,25,265.00,3,69.24
748,3450,聯鈞,"1,219,678",875,"80,873,448",66.30,66.90,65.80,66.00,+,0.4,66.00,2,66.10,8,36.26
749,3454,晶睿,"121,187",93,"9,150,680",75.40,76.50,75.10,75.30,-,0.4,75.30,2,75.40,10,30.12
750,3481,群創,"105,191,297","13,218","1,056,405,395",10.05,10.15,9.96,10.10,+,0.05,10.10,521,10.15,"6,484",0.00
751,3494,誠研,"285,000",99,"1,269,400",4.49,4.49,4.39,4.44,+,0.01,4.43,1,4.44,19,0.00
752,3501,維熹,"53,160",47,"2,492,562",46.80,46.95,46.80,46.95, ,0.0,46.90,3,46.95,10,12.90
753,3504,揚明光,"135,060",105,"8,033,348",58.90,59.90,58.90,59.20,+,0.4,59.20,2,59.30,5,0.00
754,3515,華擎,"652,632",554,"125,243,026",190.00,194.00,190.00,190.50,+,1.0,190.00,16,190.50,5,24.97
755,3518,柏騰,"51,394",48,"1,443,420",28.10,28.30,27.90,28.05,-,0.05,27.95,6,28.05,12,0.00
756,3528,安馳,"272,221",202,"11,374,431",41.45,42.20,40.95,41.10,-,0.35,41.10,2,41.20,2,13.52
757,3530,晶相光,"2,940,755","2,291","263,733,663",89.00,91.30,88.40,88.50,+,0.9,88.50,2,88.70,3,40.41
758,3532,台勝科,"2,568,685","1,854","296,183,482",107.00,117.50,107.00,117.50,+,10.5,117.50,"6,519",--,0,37.90
759,3533,嘉澤,"810,233",737,"350,578,423",433.50,441.00,426.00,426.00,-,6.0,426.00,9,427.00,2,16.60
760,3535,晶彩科,"692,030",295,"13,007,861",18.50,19.10,18.50,18.70,+,0.2,18.70,1,18.75,1,0.00
761,3536,誠創,"259,360",92,"1,739,844",6.50,6.71,6.50,6.71,+,0.6,6.70,6,6.71,9,0.00
762,3543,州巧,"302,087",140,"5,574,326",18.40,18.55,18.35,18.55,+,0.2,18.55,1,18.60,26,42.16
763,3545,敦泰,"1,288,198",691,"42,914,342",33.50,33.55,33.15,33.20,+,0.2,33.20,22,33.25,20,31.92
764,3550,聯穎,"8,232,231","2,312","128,736,615",14.90,15.95,14.90,14.90,+,0.4,14.90,116,14.95,20,18.86
765,3557,嘉威,"132,250",118,"10,307,398",77.10,78.90,77.10,77.90,+,0.1,77.80,3,77.90,9,9.20
766,3563,牧德,"447,299",391,"138,714,891",309.50,312.50,308.50,311.00,+,0.5,310.50,2,311.00,9,19.52
767,3576,聯合再生,"20,406,554","5,286","231,933,666",11.35,11.55,11.20,11.30,+,0.05,11.30,"1,294",11.35,77,0.00
768,3583,辛耘,"289,200",211,"16,839,100",58.00,58.80,57.60,58.30,+,0.3,58.20,16,58.30,8,19.90
769,3588,通嘉,"258,139",179,"9,802,416",37.70,38.35,37.65,37.80,+,0.1,37.80,1,38.00,2,50.40
770,3591,艾笛森,"203,288",120,"2,466,156",12.20,12.30,12.05,12.05,-,0.15,12.05,8,12.15,3,0.00
771,3593,力銘,"61,160",39,"665,226",10.85,11.00,10.75,11.00,+,0.05,10.80,2,11.00,15,0.00
772,3596,智易,"3,954,135","2,833","349,537,883",86.90,89.50,86.60,88.10,+,1.9,88.00,28,88.10,2,15.09
773,3605,宏致,"1,565,519",794,"48,926,046",31.25,31.70,30.90,31.35, ,0.0,31.30,8,31.35,4,11.57
774,3607,谷崧,"129,000",66,"1,588,700",12.30,12.40,12.25,12.30,-,0.05,12.25,99,12.30,3,0.00
775,3617,碩天,"105,295",85,"8,099,726",76.00,77.70,76.00,76.80,+,1.6,76.70,3,76.80,4,19.84
776,3622,洋華,"113,200",80,"2,581,868",22.65,23.00,22.65,22.85,+,0.2,22.85,2,22.90,19,21.76
777,3645,達邁,"1,939,901","1,293","125,539,219",64.70,65.50,64.10,64.40, ,0.0,64.40,6,64.50,10,43.51
778,3653,健策,"863,825",738,"258,225,700",297.00,301.00,296.00,297.50,-,1.0,297.50,6,298.00,2,38.79
779,3661,世芯-KY,"19,578,733","16,430","10,180,626,490",510.00,535.00,505.00,517.00,+,14.0,516.00,38,517.00,15,50.84
780,3665,貿聯-KY,"788,987",682,"187,669,906",236.50,239.50,235.50,238.00,+,2.0,238.00,112,238.50,6,17.64
781,3669,圓展,"10,693,281","6,655","1,265,699,658",119.00,121.00,115.50,118.00,-,2.0,118.00,28,118.50,8,67.05
782,3673,TPK-KY,"4,726,499","2,783","248,756,897",52.00,53.20,51.90,52.30,+,0.5,52.30,5,52.40,11,44.32
783,3679,新至陞,"749,186",560,"75,794,072",99.60,103.00,99.00,102.50,+,2.9,102.00,"1,012",102.50,68,11.24
784,3682,亞太電,"7,925,160","2,827","80,017,200",10.10,10.20,10.05,10.10,+,0.1,10.10,175,10.15,537,0.00
785,3686,達能,"1,628,008",682,"24,783,850",15.05,15.40,15.00,15.35,+,0.35,15.30,17,15.35,12,0.00
786,3694,海華,"1,306,101",680,"40,259,910",30.45,31.50,30.30,30.75,+,0.45,30.75,8,30.80,11,36.18
787,3698,隆達,"3,560,342","1,378","80,503,275",22.50,22.80,22.40,22.60,+,0.2,22.60,108,22.65,55,0.00
788,3701,大眾控,"28,999",22,"381,631",13.15,13.20,13.15,13.20, ,0.0,13.15,1,13.20,16,"1,320.00"
789,3702,大聯大,"2,736,633","1,586","108,816,981",39.95,39.95,39.65,39.80,-,0.1,39.80,5,39.85,31,10.26
790,3702A,大聯大甲特,"334,021",104,"16,704,050",50.00,50.10,50.00,50.00, ,0.0,50.00,7,50.10,196,0.00
791,3703,欣陸,"5,782,345","2,122","117,117,965",20.50,20.65,20.00,20.20,-,0.35,20.20,33,20.25,67,252.50
792,3704,合勤控,"16,499,242","7,853","426,834,992",25.00,26.35,25.00,26.20,+,1.15,26.15,13,26.20,12,0.00
793,3705,永信,"133,513",113,"5,936,778",44.25,44.70,44.25,44.50,+,0.15,44.40,4,44.50,12,14.83
794,3706,神達,"1,893,067",996,"54,673,388",29.00,29.00,28.80,28.85, ,0.0,28.85,172,28.90,11,10.23
795,3708,上緯投控,"5,680,875","3,846","886,145,500",156.50,159.00,154.50,155.00,-,3.5,155.00,21,155.50,23,20.26
796,3711,日月光投控,"5,853,376","3,138","365,504,785",62.40,62.80,62.10,62.30,-,0.1,62.20,86,62.30,27,11.58
797,3712,永崴投控,"4,510,296","2,413","194,677,774",42.25,43.95,42.00,42.70, ,0.0,42.70,39,42.75,1,0.00
798,4104,佳醫,"130,513",104,"7,374,731",56.50,56.70,56.40,56.50,+,0.2,56.50,6,56.60,9,14.68
799,4106,雃博,"276,100",177,"8,829,490",31.95,32.30,31.85,31.90,+,0.05,31.85,30,31.90,15,33.94
800,4108,懷特,"424,658",311,"11,993,103",28.40,28.45,28.05,28.15,-,0.1,28.15,6,28.20,2,0.00
801,4119,旭富,"341,691",234,"42,252,028",124.50,125.00,123.00,123.00,-,0.5,123.00,54,124.00,17,13.98
802,4133,亞諾法,"1,637,151","1,149","116,476,804",70.80,72.40,70.40,70.80, ,0.0,70.70,39,70.80,19,295.00
803,4137,麗豐-KY,"103,100",93,"19,895,100",192.50,193.50,192.50,193.50,+,2.0,193.00,6,193.50,25,14.41
804,4141,龍燈-KY,"120,398",172,"1,511,818",12.50,12.60,12.45,12.60, ,0.0,12.55,14,12.60,34,0.00
805,4142,國光生,"9,232,280","5,068","660,870,598",69.60,72.50,69.60,72.00,+,0.3,71.90,61,72.00,87,0.00
806,4144,康聯-KY,"99,005",77,"2,656,835",26.80,26.85,26.80,26.85,+,0.05,26.80,29,26.85,122,0.00
807,4148,全宇生技-KY,"68,000",31,"2,552,300",37.10,37.95,37.10,37.20,-,0.35,37.20,3,37.45,1,120.00
808,4155,訊映,"2,984,465","1,447","94,773,625",31.70,32.20,31.15,31.45,-,0.05,31.45,13,31.50,10,17.67
809,4164,承業醫,"845,628",364,"34,250,209",39.80,40.95,39.80,40.60,+,0.85,40.60,12,40.65,3,14.55
810,4190,佐登-KY,"305,000",256,"25,972,200",85.10,86.60,84.30,84.50,-,1.3,84.50,8,84.70,1,17.98
811,4306,炎洲,"1,093,147",401,"15,816,093",14.40,14.60,14.35,14.35, ,0.0,14.35,165,14.40,43,0.00
812,4414,如興,"2,549,523",735,"32,524,339",12.70,12.90,12.65,12.70, ,0.0,12.70,9,12.75,46,0.00
813,4426,利勤,"88,521",92,"2,655,625",29.90,30.20,29.90,29.95,+,0.05,29.95,10,30.00,3,40.47
814,4438,廣越,"37,000",30,"4,149,500",113.00,113.00,112.00,112.00, ,0.0,111.50,11,112.50,2,13.24
815,4439,冠星-KY,"9,000",9,"1,074,500",120.50,120.50,118.00,120.50, ,0.0,120.00,2,120.50,2,9.73
816,4526,東台,"857,019",448,"11,725,244",13.60,13.80,13.50,13.75,+,0.05,13.70,19,13.75,7,0.00
817,4532,瑞智,"283,400",186,"5,766,649",20.50,20.50,20.25,20.30,-,0.15,20.25,33,20.30,1,17.96
818,4536,拓凱,"755,050",655,"121,133,200",162.00,163.50,159.00,161.00,-,2.0,160.00,9,161.00,7,22.15
819,4540,全球傳動,"67,000",59,"3,212,350",47.80,48.10,47.80,47.95,+,0.05,47.90,2,48.00,4,0.00
820,4545,銘鈺,"144,000",80,"4,666,600",32.00,32.70,32.00,32.30,+,0.3,32.25,6,32.30,5,269.17
821,4551,智伸科,"2,395,135","1,917","471,924,960",190.00,201.00,189.00,196.00,+,5.5,196.00,7,196.50,1,46.45
822,4552,力達-KY,"415,059",293,"16,236,701",38.55,39.60,38.35,39.10,+,0.55,39.05,7,39.10,8,16.57
823,4555,氣立,"19,000",16,"949,150",50.40,50.40,49.70,49.70,+,0.1,49.65,2,49.70,3,40.41
824,4557,永新-KY,"4,480",6,"273,324",60.80,61.50,60.80,61.50,+,0.7,61.10,1,61.50,1,13.79
825,4560,強信-KY,"177,000",68,"7,012,000",39.75,39.85,39.45,39.55,-,0.2,39.55,9,39.60,1,13.93
826,4562,穎漢,"49,000",28,"836,750",17.20,17.20,17.00,17.15,+,0.05,16.95,1,17.15,7,0.00
827,4564,元翎,"293,108",188,"9,205,584",31.40,31.75,31.10,31.65,+,0.55,31.65,26,31.70,26,20.42
828,4566,時碩工業,"18,000",18,"666,050",36.90,37.10,36.90,37.00, ,0.0,37.00,2,37.15,4,17.05
829,4571,鈞興-KY,"28,000",23,"2,048,800",73.30,73.50,73.00,73.00,-,0.3,73.00,1,73.30,1,15.70
830,4572,駐龍,"21,025",20,"1,676,250",79.50,80.10,79.50,79.90,+,0.6,79.50,3,80.00,2,20.97
831,4576,大銀微系統,"32,000",29,"2,481,800",77.60,78.00,77.20,77.50,-,0.1,77.40,1,77.50,1,242.19
832,4581,光隆精密-KY,"37,000",19,"1,400,000",38.00,38.05,37.50,37.90,+,0.05,37.55,1,37.90,2,13.83
833,4720,德淵,"844,069",385,"12,152,671",14.05,14.70,14.05,14.25,+,0.2,14.25,33,14.35,11,57.00
834,4722,國精化,"138,000",82,"3,964,100",28.70,28.85,28.60,28.75,+,0.05,28.75,4,28.80,22,12.03
835,4725,信昌化,"282,911",136,"5,027,897",17.75,17.85,17.75,17.75,+,0.1,17.75,121,17.80,83,0.00
836,4737,華廣,"165,350",122,"11,867,400",72.10,72.20,70.70,72.00,-,1.0,71.90,2,72.00,2,112.50
837,4739,康普,"201,228",164,"12,203,546",60.30,61.20,60.20,60.70,+,0.1,60.60,4,60.70,3,46.69
838,4746,台耀,"1,777,333","1,150","91,964,516",51.70,52.30,51.30,51.30,+,0.4,51.30,3,51.40,13,10.47
839,4755,三福化,"173,000",134,"11,850,800",68.30,69.00,67.90,68.80,-,0.1,68.70,1,68.80,7,17.82
840,4763,材料-KY,"2,917,930","1,824","417,246,808",136.00,145.50,136.00,145.50,+,13.0,145.50,"1,674",--,0,17.00
841,4764,雙鍵,"6,300",9,"381,790",61.20,61.20,60.20,60.20,-,1.3,60.10,1,60.50,10,98.69
842,4766,南寶,"64,000",63,"8,214,000",129.00,129.50,127.50,128.50,-,1.0,128.00,2,128.50,37,13.46
843,4807,日成-KY,"3,000",3,"87,500",29.40,29.40,29.05,29.05,-,0.35,28.95,21,29.20,2,41.50
844,4904,遠傳,"2,035,237","1,118","127,257,931",62.90,62.90,62.30,62.50,-,0.3,62.40,8,62.50,2,23.32
845,4906,正文,"4,862,940","2,283","136,030,956",27.80,28.20,27.60,28.10,+,0.25,28.10,55,28.15,189,281.00
846,4912,聯德控股-KY,"812,526",667,"102,516,250",122.00,128.50,121.50,125.00,+,3.0,124.50,14,125.00,5,18.57
847,4915,致伸,"4,325,750","2,494","192,220,625",44.60,44.75,44.05,44.60, ,0.0,44.55,14,44.60,29,9.33
848,4916,事欣科,"62,101",44,"1,314,450",21.00,21.25,21.00,21.20,+,0.15,21.20,3,21.25,5,10.10
849,4919,新唐,"2,551,131","1,428","115,745,981",45.40,45.80,44.95,45.25,-,0.05,45.15,17,45.25,12,18.93
850,4927,泰鼎-KY,"3,839,900","2,414","298,727,000",78.20,78.80,76.80,78.10,+,0.1,78.00,2,78.10,13,15.78
851,4930,燦星網,"409,579",135,"5,865,387",14.35,14.45,14.15,14.25, ,0.0,14.25,5,14.30,9,13.19
852,4934,太極,"11,929,873","5,299","370,104,642",29.10,32.00,29.10,32.00,+,2.9,32.00,117,--,0,0.00
853,4935,茂林-KY,"1,375,537",829,"157,981,522",114.00,115.50,113.50,115.50,+,1.5,115.00,13,115.50,128,20.44
854,4938,和碩,"5,674,807","2,879","364,248,414",64.20,64.40,63.90,63.90,-,0.1,63.90,132,64.00,66,7.21
855,4942,嘉彰,"335,133",132,"13,181,930",39.25,39.40,39.10,39.20,-,0.25,39.20,7,39.25,4,8.17
856,4943,康控-KY,"616,060",451,"55,056,600",88.60,90.30,88.10,89.20,+,0.6,89.20,9,89.30,32,42.08
857,4952,凌通,"312,436",185,"9,952,852",31.80,32.20,31.70,31.85,+,0.15,31.85,3,31.90,22,17.99
858,4956,光鋐,"5,655,551","1,987","112,372,633",19.15,20.30,19.15,20.30,+,1.15,20.25,8,20.30,14,0.00
859,4958,臻鼎-KY,"3,890,566","2,436","515,305,278",133.50,135.00,131.00,132.00,-,2.5,131.50,29,132.00,3,12.90
860,4960,誠美材,"3,834,350","1,060","34,563,891",8.98,9.10,8.90,8.97,+,0.01,8.96,36,8.97,2,0.00
861,4961,天鈺,"2,522,600","1,556","90,879,750",35.15,36.70,35.05,36.60,+,1.5,36.60,3,36.65,71,24.90
862,4967,十銓,"973,229",430,"36,461,451",37.20,37.65,37.20,37.25,+,0.1,37.25,11,37.30,2,11.94
863,4968,立積,"5,241,452","4,032","1,243,159,749",239.50,242.00,233.00,238.00,-,1.5,237.50,20,238.00,27,40.75
864,4976,佳凌,"3,423,599","2,138","152,518,933",44.00,45.50,43.95,44.35,+,0.05,44.30,64,44.35,1,0.00
865,4977,眾達-KY,"798,060",526,"92,213,050",115.00,117.00,114.00,115.00,+,0.5,115.00,1,115.50,10,24.78
866,4989,榮科,"66,000",47,"1,117,100",16.85,17.10,16.85,17.10,+,0.25,17.00,3,17.10,5,0.00
867,4994,傳奇,"40,098",31,"2,481,955",61.90,62.50,61.70,61.80,-,0.3,61.80,2,62.00,8,16.22
868,4999,鑫禾,"204,214",143,"9,810,107",47.85,48.35,47.75,47.80,-,0.05,47.80,5,47.85,5,11.77
869,5007,三星,"35,123",36,"1,567,285",44.60,44.80,44.55,44.55,-,0.15,44.55,7,44.70,9,19.89
870,5203,訊連,"109,676",98,"12,694,416",116.00,116.50,115.00,116.00,+,0.5,115.50,7,116.00,4,26.91
871,5215,科嘉-KY,"1,535,533","1,133","249,678,044",162.00,165.00,160.00,160.50,-,1.5,160.50,40,161.00,2,23.16
872,5225,東科-KY,"53,000",45,"1,279,800",24.40,24.40,24.05,24.05,-,0.15,24.05,10,24.10,7,0.00
873,5234,達興材料,"146,248",117,"12,091,783",82.90,83.20,82.40,82.60,-,0.8,82.50,23,82.60,4,12.75
874,5243,乙盛-KY,"2,568,253","1,583","91,510,643",35.35,35.95,35.05,35.75,+,1.2,35.70,18,35.75,2,13.91
875,5258,虹堡,"149,540",82,"3,315,163",22.10,22.35,22.05,22.25,-,0.05,22.20,9,22.25,4,6.39
876,5264,鎧勝-KY,"958,816",431,"82,128,361",85.60,85.90,85.50,85.70,+,0.1,85.60,4,85.70,3,0.00
877,5269,祥碩,"633,572",617,"952,271,580","1,500.00","1,530.00","1,490.00","1,495.00",+,5.0,"1,495.00",7,"1,500.00",2,57.50
878,5283,禾聯碩,"110,692",78,"11,429,121",103.50,103.50,103.00,103.00,-,0.5,103.00,23,103.50,14,9.30
879,5284,jpp-KY,"23,025",11,"793,400",34.70,34.85,34.05,34.60, ,0.0,34.55,1,34.60,2,14.36
880,5285,界霖,"257,300",176,"11,537,180",44.45,45.10,44.40,44.90,+,0.95,44.65,2,44.90,3,36.50
881,5288,豐祥-KY,"113,042",70,"11,748,494",104.00,105.00,103.50,104.00,+,0.5,103.50,37,104.00,3,14.73
882,5305,敦南,"466,830",285,"18,222,393",39.15,39.30,38.80,39.00,-,0.3,38.95,35,39.00,37,4.78
883,5388,中磊,"652,603",501,"49,667,467",75.60,76.50,75.50,76.40,+,1.2,76.30,21,76.40,1,19.49
884,5434,崇越,"443,592",397,"51,690,948",116.50,117.50,116.00,117.50,+,0.5,117.00,1,117.50,13,11.36
885,5469,瀚宇博,"3,797,836","2,136","161,433,090",42.10,42.75,42.00,42.55,+,0.5,42.50,40,42.55,66,7.43
886,5471,松翰,"32,123,182","19,084","2,266,963,802",69.80,72.00,68.30,72.00,+,2.0,71.90,16,72.00,4,18.65
887,5484,慧友,"92,141",56,"976,977",10.65,10.70,10.50,10.65, ,0.0,10.65,7,10.70,9,0.00
888,5515,建國,"260,947",94,"3,242,592",12.35,12.45,12.35,12.45,+,0.1,12.40,28,12.45,62,12.58
889,5519,隆大,"999,000",275,"15,062,000",15.10,15.15,15.00,15.05, ,0.0,15.05,1,15.10,67,12.14
890,5521,工信,"9,432,736","1,903","110,873,932",11.80,11.90,11.60,11.60,-,0.1,11.60,432,11.65,6,2.72
891,5522,遠雄,"902,083",494,"42,284,401",46.55,47.20,46.40,46.75,+,0.25,46.70,22,46.75,19,12.40
892,5525,順天,"37,326",33,"809,041",21.60,21.75,21.55,21.70,+,0.05,21.65,1,21.70,8,31.91
893,5531,鄉林,"813,525",349,"8,476,554",10.20,10.60,10.20,10.30,+,0.05,10.30,49,10.35,26,42.92
894,5533,皇鼎,"85,761",41,"1,374,526",15.90,16.15,15.90,16.10, ,0.0,16.00,3,16.10,10,64.40
895,5534,長虹,"765,585",562,"62,017,457",81.20,81.40,80.80,80.90,-,0.3,80.90,10,81.00,15,8.01
896,5538,東明-KY,"3,000",2,"96,100",32.00,32.10,32.00,32.10,-,0.3,31.80,3,32.40,2,12.35
897,5546,永固-KY,"256,000",146,"18,087,600",71.10,71.50,69.80,70.90, ,0.0,70.90,14,71.00,6,10.44
898,5607,遠雄港,"360,220",166,"10,004,294",27.75,27.90,27.70,27.75,+,0.05,27.75,1,27.80,10,10.76
899,5608,四維航,"1,837,023",453,"13,274,687",7.07,7.35,7.07,7.12,+,0.05,7.12,2,7.14,2,0.00
900,5706,鳳凰,"72,962",58,"2,118,098",28.80,29.15,28.80,29.15,+,0.4,29.05,1,29.15,8,17.56
901,5871,中租-KY,"2,224,940","1,658","293,568,580",133.50,133.50,131.00,132.00,-,2.0,131.50,19,132.00,68,11.59
902,5871A,中租-KY甲特,"917,744",492,"92,196,264",100.00,100.50,100.00,100.00, ,0.0,100.00,"1,354",100.50,"1,315",0.00
903,5876,上海商銀,"3,713,570","2,021","150,072,484",40.60,40.85,40.25,40.30,-,0.7,40.30,31,40.35,5,13.00
904,5880,合庫金,"10,059,011","5,518","200,699,034",20.00,20.05,19.90,19.95,-,0.15,19.95,4,20.00,487,15.47
905,5906,台南-KY,"38,042",37,"1,309,385",34.85,34.85,34.25,34.25,-,0.65,34.25,5,34.40,3,0.00
906,5907,大洋-KY,"374,000",129,"9,018,900",24.10,24.35,23.80,24.30,+,0.2,23.80,18,24.30,98,46.73
907,6005,群益證,"5,827,041","1,286","65,762,447",11.15,11.40,11.15,11.30,+,0.1,11.25,80,11.30,126,10.87
908,6024,群益期,"38,079",31,"1,446,242",38.05,38.10,37.90,37.90, ,0.0,37.90,6,37.95,17,13.30
909,6108,競國,"143,155",102,"3,119,226",21.95,22.00,21.65,21.75,-,0.05,21.75,2,21.85,1,25.29
910,6112,聚碩,"246,929",188,"9,796,473",40.00,40.00,39.50,39.60,-,0.25,39.55,1,39.65,11,15.53
911,6115,鎰勝,"56,462",51,"2,323,965",41.20,41.25,41.10,41.15,-,0.05,41.10,22,41.15,6,15.77
912,6116,彩晶,"36,703,793","7,786","331,062,064",8.85,9.10,8.84,9.04,+,0.15,9.04,42,9.05,275,0.00
913,6117,迎廣,"8,000",8,"141,250",17.80,17.80,17.50,17.55,-,0.45,17.65,4,17.75,1,0.00
914,6120,達運,"1,360,059",493,"16,286,496",11.85,12.10,11.85,11.95,+,0.1,11.95,28,12.00,153,0.00
915,6128,上福,"47,749",35,"1,288,382",27.10,27.10,26.90,26.95,-,0.15,26.95,1,27.00,9,18.46
916,6131,鈞泰,"1,038,044",167,"2,820,116",2.70,2.78,2.70,2.75,+,0.05,2.75,1,2.76,58,0.00
917,6133,金橋,"167,000",92,"1,346,890",8.19,8.19,8.00,8.09,X,0.0,8.04,2,8.09,4,161.80
918,6136,富爾特,"90,201",49,"1,584,635",17.50,17.60,17.50,17.55,+,0.05,17.50,21,17.60,13,29.25
