,證券代號,證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比
212,1436,華友聯,"24,168",16,"888,064",36.95,36.95,36.70,36.75,+,0.1,36.70,6,36.75,4,14.30
213,1437,勤益控,"140,568",60,"3,216,826",22.90,23.00,22.80,22.90,+,0.15,22.85,18,22.95,8,17.35
214,1438,三地開發,"252,599",115,"3,642,924",14.95,14.95,13.25,14.55,+,0.1,14.50,6,14.55,11,35.49
215,1439,中和,"222,300",131,"6,526,808",28.80,29.70,28.80,29.40,+,0.6,29.40,3,29.45,5,172.94
216,1440,南紡,"27,949,564","6,172","357,102,490",12.85,13.20,12.45,12.50,+,0.05,12.45,451,12.50,48,0.00
217,1441,大東,"685,022",193,"5,802,123",8.47,8.47,8.47,8.47,+,0.77,8.47,"2,244",--,0,0.00
218,1442,名軒,"1,027,825",362,"19,434,427",19.00,19.05,18.70,18.90,+,0.15,18.90,25,18.95,5,41.09
219,1443,立益,"99,126",27,"873,227",8.83,8.89,8.79,8.89,-,0.02,8.80,10,8.89,5,0.00
220,1444,力麗,"6,022,455","2,020","57,390,009",9.77,9.77,9.47,9.51,-,0.12,9.51,43,9.52,5,0.00
221,1445,大宇,"155,398",48,"1,443,872",9.19,9.36,9.19,9.33,+,0.15,9.24,4,9.33,10,0.00
222,1446,宏和,"130,649",83,"4,208,844",32.35,32.50,32.00,32.25,-,0.05,32.20,1,32.35,1,0.00
223,1447,力鵬,"867,700",352,"5,835,751",6.71,6.80,6.69,6.73,+,0.03,6.73,10,6.74,2,0.00
224,1449,佳和,"1,122,979",412,"19,370,286",17.20,17.80,16.90,17.55,+,0.1,17.45,1,17.55,12,0.00
225,1451,年興,"78,846",105,"1,312,662",16.70,16.70,16.60,16.60,-,0.05,16.60,25,16.65,13,0.00
226,1452,宏益,"180,203",96,"2,895,635",16.05,16.20,15.80,16.00,-,0.05,16.00,1,16.10,4,29.09
227,1453,大將,"180,615",57,"1,566,110",8.70,8.75,8.52,8.73,+,0.04,8.67,7,8.73,2,0.00
228,1454,台富,"61,401",28,"513,102",8.25,8.39,8.25,8.38,+,0.07,8.38,1,8.39,3,0.00
229,1455,集盛,"3,305,626",924,"29,227,593",8.92,9.03,8.79,8.80,-,0.07,8.80,190,8.82,14,0.00
230,1456,怡華,"30,362",22,"298,249",9.84,9.90,9.80,9.89,+,0.08,9.89,4,9.90,5,329.67
231,1457,宜進,"426,540",131,"5,783,941",13.70,13.70,13.50,13.60,+,0.05,13.55,52,13.60,17,6.07
232,1459,聯發,"538,542",238,"4,787,027",9.25,9.25,8.70,8.70,-,0.63,8.65,1,8.70,2,0.00
233,1460,宏遠,"594,331",226,"5,555,166",9.34,9.43,9.31,9.35,+,0.02,9.35,67,9.36,18,0.00
234,1463,強盛,"186,202",76,"2,415,985",13.00,13.05,12.85,13.00, ,0.0,12.95,1,13.05,14,27.08
235,1464,得力,"311,847",215,"5,549,356",17.90,17.90,17.70,17.90,+,0.05,17.90,9,17.95,7,63.93
236,1465,偉全,"105,583",73,"1,405,584",13.40,13.40,13.20,13.35,-,0.05,13.35,4,13.40,8,0.00
237,1466,聚隆,"8,978,297","3,043","162,139,694",17.40,18.35,17.10,18.35,+,1.65,18.35,338,--,0,0.00
238,1467,南緯,"5,820,599","2,644","122,016,963",20.60,21.30,20.60,21.10,+,0.55,21.05,15,21.10,17,0.00
239,1468,昶和,"46,000",36,"543,000",11.60,12.15,11.60,12.15,+,0.15,12.15,4,12.20,4,57.86
240,1470,大統新創,"13,000",12,"242,250",18.70,18.75,18.40,18.75,+,0.15,18.05,1,18.75,1,39.89
241,1471,首利,"262,721",63,"1,308,339",4.98,4.98,4.98,4.98,+,0.45,4.98,"2,214",--,0,0.00
242,1472,三洋紡,"371,124",217,"4,444,913",12.00,12.10,11.85,11.90,-,0.1,11.90,2,11.95,7,0.00
243,1473,台南,"189,555",132,"3,593,259",19.15,19.15,18.75,18.80,-,0.2,18.80,1,18.85,1,0.00
244,1474,弘裕,"940,080",410,"12,016,723",12.95,13.00,12.65,12.70,-,0.15,12.70,9,12.75,21,19.84
245,1475,本盟,"5,001",6,"107,971",22.00,22.00,20.10,21.90, ,0.0,20.35,1,21.80,1,0.00
246,1476,儒鴻,"727,768",473,"272,339,845",372.50,378.00,372.00,373.50,+,3.0,373.50,22,374.00,19,27.44
247,1477,聚陽,"7,699,581","4,975","1,381,147,661",189.50,189.50,174.50,179.50,-,8.5,179.00,17,179.50,61,21.42
248,1503,士電,"388,641",301,"19,418,916",50.50,50.80,49.45,49.95,-,0.25,49.90,1,49.95,4,15.51
249,1504,東元,"1,289,017",727,"38,493,645",30.00,30.00,29.70,29.70,-,0.05,29.70,30,29.80,1,17.17
250,1506,正道,"147,074",58,"1,661,177",11.40,11.40,11.25,11.30,-,0.05,11.30,16,11.35,1,0.00
251,1507,永大,"84,602",76,"4,624,605",54.50,54.80,54.40,54.70,+,0.1,54.60,2,54.70,4,17.99
252,1512,瑞利,"38,014",25,"164,266",4.41,4.41,4.29,4.30,-,0.2,4.30,2,4.39,3,0.00
253,1513,中興電,"43,924,714","19,091","2,238,210,015",53.10,53.70,49.15,51.50,-,0.9,51.40,45,51.50,6,28.61
254,1514,亞力,"4,939,418","2,551","135,684,891",28.00,28.15,27.05,27.40,-,0.8,27.40,11,27.45,55,17.02
255,1515,力山,"5,034,250","3,276","452,526,100",92.30,92.30,87.60,90.70,-,0.6,90.60,20,90.80,1,28.70
256,1516,川飛,"350,731",199,"5,897,577",16.45,17.30,16.20,17.20,+,1.05,17.15,2,17.20,10,23.24
257,1517,利奇,"2,895,590",896,"33,352,323",11.45,11.65,11.35,11.50,+,0.05,11.50,1,11.55,5,0.00
258,1519,華城,"13,294,714","7,652","599,634,629",46.45,46.75,44.20,44.85,-,1.8,44.85,37,44.90,1,25.48
259,1521,大億,"92,041",80,"4,860,714",53.40,53.40,52.30,53.10,-,0.4,52.90,11,53.30,2,19.17
260,1522,堤維西,"631,482",368,"13,581,960",21.65,21.80,21.35,21.55,-,0.25,21.55,9,21.60,10,22.93
261,1524,耿鼎,"74,397",48,"702,717",9.42,9.48,9.42,9.44,+,0.02,9.43,32,9.45,15,18.88
262,1525,江申,"256,950",206,"15,810,879",61.70,62.80,60.60,62.20,+,0.4,62.20,3,62.40,2,16.50
263,1526,日馳,"4,254,424","2,863","195,129,667",46.50,47.10,45.35,45.70,-,1.0,45.70,2,45.80,8,19.87
264,1527,鑽全,"268,273",183,"10,382,876",39.00,39.00,38.30,38.90,+,0.15,38.75,7,38.95,1,19.75
265,1528,恩德,"391,427",130,"3,247,115",8.21,8.36,8.20,8.33,+,0.06,8.31,4,8.33,1,0.00
266,1529,樂士,"182,316",92,"3,006,132",16.20,16.70,16.20,16.50,+,0.3,16.45,3,16.50,5,30.00
267,1530,亞崴,"58,004",28,"1,727,967",29.85,29.85,29.65,29.80,-,0.05,29.80,1,29.85,2,8.32
268,1531,高林股,"161,478",109,"1,848,191",11.45,11.50,11.35,11.45,+,0.1,11.45,16,11.50,19,0.00
269,1532,勤美,"806,206",348,"23,984,213",30.00,30.50,29.45,29.65,-,0.35,29.65,13,29.80,1,70.60
270,1533,車王電,"139,041",87,"4,136,211",30.00,30.10,29.50,29.70,-,0.3,29.70,5,29.85,1,41.83
271,1535,中宇,"17,101",20,"546,282",31.80,32.25,31.80,32.00,+,0.2,32.00,3,32.15,2,26.67
272,1536,和大,"438,221",351,"43,530,004",99.00,99.80,98.90,99.30,+,0.5,99.20,27,99.30,34,65.33
273,1537,廣隆,"60,300",54,"8,352,500",138.50,139.00,138.00,138.00, ,0.0,138.00,28,138.50,1,12.56
274,1538,正峰,"89,328",30,"333,971",3.79,3.86,3.65,3.65,-,0.14,3.65,27,3.76,5,0.00
275,1539,巨庭,"1,082,181",486,"24,224,304",21.25,22.70,21.25,22.70,+,2.05,22.70,222,--,0,66.76
276,1540,喬福,"478,062",148,"7,162,554",14.75,15.15,14.70,15.05,+,0.3,15.00,2,15.05,14,0.00
277,1541,錩泰,"190,361",128,"10,635,090",55.70,56.80,55.50,55.50,-,0.8,55.50,8,55.60,1,11.78
278,1558,伸興,"56,184",51,"7,843,944",140.00,140.00,139.00,140.00,+,0.5,139.50,1,140.00,29,12.28
279,1560,中砂,"130,729",106,"8,163,079",62.40,62.80,62.10,62.50,+,0.2,62.50,5,62.60,6,15.66
280,1568,倉佑,"87,184",93,"1,384,355",15.75,15.95,15.70,15.90,+,0.15,15.70,11,15.90,2,0.00
281,1582,信錦,"4,390,604","3,011","393,957,556",86.80,91.90,86.80,89.30,+,3.6,89.30,9,89.40,2,10.72
282,1583,程泰,"2,100",4,"124,969",59.30,59.70,59.30,59.70, ,0.0,59.70,4,59.90,1,13.24
283,1587,吉茂,"1,436,403",817,"37,357,306",25.05,26.95,25.05,26.60,+,1.55,26.60,25,26.65,4,17.85
284,1589,永冠-KY,"3,642,219","2,433","361,207,090",100.50,101.00,98.00,99.10,-,0.5,99.10,40,99.20,6,31.66
285,1590,亞德客-KY,"1,047,103",975,"699,092,319",687.00,687.00,660.00,667.00,-,20.0,667.00,9,668.00,8,42.19
286,1592,英瑞-KY,"123,637",68,"1,398,915",11.25,11.40,11.25,11.35,+,0.1,11.30,7,11.35,5,0.00
287,1598,岱宇,"6,010,931","3,770","732,648,974",125.00,126.00,117.50,125.00, ,0.0,123.50,3,125.00,46,42.09
288,1603,華電,"61,960",40,"1,746,980",28.35,28.35,28.15,28.15,-,0.1,28.15,1,28.20,3,19.02
289,1604,聲寶,"989,686",319,"22,720,084",22.95,23.05,22.80,23.00, ,0.0,22.95,35,23.00,69,19.66
290,1605,華新,"10,878,961","2,700","180,497,443",16.65,16.85,16.45,16.50,-,0.05,16.50,458,16.55,119,13.52
291,1608,華榮,"8,403,453","2,312","93,028,828",11.10,11.30,10.90,10.95,+,0.25,10.95,26,11.00,340,21.06
292,1609,大亞,"45,967,770","12,963","772,854,242",17.40,17.40,16.50,16.60,-,0.85,16.60,201,16.65,74,12.77
293,1612,宏泰,"4,763,259","1,608","71,165,808",15.25,15.35,14.65,15.10,-,0.1,15.05,41,15.10,1,30.20
294,1614,三洋電,"491,611",251,"19,218,747",39.60,39.60,38.90,38.90,-,0.6,38.90,1,38.95,9,32.97
295,1615,大山,"98,901",68,"2,202,148",22.20,22.35,22.20,22.35,+,0.1,22.35,4,22.40,2,9.72
296,1616,億泰,"275,724",113,"1,440,436",5.20,5.32,5.14,5.22,+,0.02,5.22,6,5.24,3,0.00
297,1617,榮星,"33,000",21,"434,800",13.35,13.35,13.15,13.15, ,0.0,13.10,1,13.15,2,16.23
298,1618,合機,"1,190,604",389,"11,714,343",9.74,9.94,9.64,9.85,+,0.11,9.85,13,9.88,23,14.92
299,1626,艾美特-KY,"89,025",41,"2,222,886",24.90,25.20,24.80,25.20,+,0.3,25.05,4,25.20,1,20.00
300,1701,中化,"880,741",529,"21,237,064",24.30,24.35,23.95,24.10,+,0.2,24.10,13,24.15,30,14.01
301,1702,南僑,"226,548",190,"9,683,650",43.00,43.00,42.65,42.70,-,0.05,42.70,2,42.75,1,12.17
302,1707,葡萄王,"86,523",88,"15,566,944",178.50,180.50,178.50,180.00,+,1.5,180.00,3,180.50,26,19.13
303,1708,東鹼,"268,059",134,"6,218,414",23.30,23.40,23.05,23.20,-,0.1,23.20,15,23.25,1,26.67
304,1709,和益,"494,193",233,"7,044,078",14.30,14.35,14.20,14.25,-,0.05,14.25,21,14.30,71,21.59
305,1710,東聯,"1,693,211",702,"29,225,020",17.50,17.50,17.15,17.20,-,0.3,17.20,57,17.25,43,0.00
306,1711,永光,"1,077,552",562,"17,492,369",16.25,16.45,16.05,16.20,+,0.05,16.20,23,16.30,16,36.82
307,1712,興農,"569,964",267,"11,608,953",20.50,20.50,20.25,20.40,+,0.1,20.40,35,20.45,1,13.16
308,1713,國化,"97,947",35,"1,739,612",17.85,17.85,17.70,17.80,+,0.05,17.75,3,17.80,10,46.84
309,1714,和桐,"6,882,820","1,985","74,241,356",10.75,10.90,10.70,10.70,+,0.1,10.70,554,10.75,45,5.78
310,1717,長興,"8,563,983","3,915","297,165,794",33.65,35.15,33.60,35.05,+,1.4,35.00,65,35.05,156,21.91
311,1718,中纖,"13,403,547","2,582","106,409,722",8.00,8.01,7.87,7.90,-,0.09,7.90,17,7.91,58,0.00
312,1720,生達,"218,188",162,"8,404,649",38.30,38.75,38.20,38.70,+,0.4,38.60,5,38.70,5,15.18
313,1721,三晃,"765,360",444,"8,323,080",10.95,11.00,10.80,10.85,+,0.05,10.80,125,10.85,21,4.09
314,1722,台肥,"2,408,134","1,237","125,319,602",51.50,52.70,51.30,52.70,+,1.5,52.50,39,52.70,60,20.11
315,1723,中碳,"140,015",133,"13,032,698",93.40,93.40,93.00,93.00,-,0.4,93.00,18,93.10,1,23.66
316,1724,台硝,"18,080",12,"232,406",13.00,13.00,12.80,12.85,-,0.1,12.85,3,12.90,1,31.34
317,1725,元禎,"19,001",15,"271,914",14.25,14.35,14.25,14.30,+,0.1,14.30,9,14.35,2,15.21
318,1726,永記,"20,128",13,"1,396,857",69.40,69.40,69.40,69.40,+,0.1,69.40,5,69.50,5,14.73
319,1727,中華化,"20,567",63,"225,283",10.90,11.00,10.90,10.95,+,0.05,10.90,3,10.95,5,0.00
320,1730,花仙子,"53,359",54,"3,826,483",71.60,72.00,71.60,71.60,+,0.1,71.60,2,71.70,4,17.17
321,1731,美吾華,"1,461,974",602,"24,990,008",17.10,17.30,16.95,17.00,+,0.15,17.00,61,17.10,14,16.83
322,1732,毛寶,"228,437",155,"5,319,784",22.90,23.60,22.90,23.55,+,0.4,23.40,2,23.55,8,23.55
323,1733,五鼎,"160,090",111,"4,072,720",25.50,25.65,25.00,25.55,+,0.15,25.50,2,25.55,2,24.57
324,1734,杏輝,"9,589,593","6,091","370,870,553",38.00,41.05,36.90,40.50,+,0.15,40.45,2,40.50,1,112.50
325,1735,日勝化,"1,096",3,"17,945",16.40,16.40,16.40,16.40,+,0.05,16.35,4,16.50,1,29.82
326,1736,喬山,"930,593",695,"63,279,610",68.30,68.80,67.20,68.80,+,0.6,68.70,1,68.80,13,26.56
327,1737,臺鹽,"335,165",176,"10,287,243",30.70,30.90,30.55,30.60,-,0.1,30.60,1,30.65,5,19.87
328,1760,寶齡富錦,"3,357,522","2,272","428,878,498",130.00,130.50,126.00,126.50,-,1.0,126.50,96,127.00,3,142.13
329,1762,中化生,"3,675,952","2,015","234,054,438",65.30,65.40,62.40,63.60,-,0.1,63.50,2,63.60,2,10.69
330,1773,勝一,"455,552",233,"46,583,356",101.00,105.00,101.00,103.00,+,2.5,103.00,14,103.50,7,14.65
331,1776,展宇,"29,000",13,"453,550",15.75,15.75,15.55,15.65,+,0.05,15.65,1,15.70,4,31.30
332,1783,和康生,"165,492",80,"3,946,856",23.75,24.10,23.70,24.05,+,0.35,24.05,1,24.10,3,28.98
333,1786,科妍,"265,923",204,"18,859,236",71.60,71.80,70.30,70.90,+,0.1,70.90,2,71.20,1,33.13
334,1789,神隆,"1,707,243",894,"53,792,287",31.75,31.85,31.15,31.50,-,0.1,31.45,68,31.50,9,90.00
335,1795,美時,"2,062,332","1,515","168,513,955",80.10,83.10,79.70,82.10,+,2.5,82.00,14,82.10,4,26.23
336,1802,台玻,"14,869,976","4,240","194,778,070",13.00,13.40,12.80,13.05,+,0.05,13.00,345,13.05,28,0.00
337,1805,寶徠,"38,136",20,"343,194",9.00,9.04,8.99,9.00, ,0.0,9.00,1,9.07,2,0.00
338,1806,冠軍,"438,736",156,"2,739,917",6.25,6.28,6.21,6.24,+,0.02,6.23,57,6.24,3,0.00
339,1808,潤隆,"278,662",196,"20,066,692",70.90,72.30,70.90,72.20,+,1.0,72.00,1,72.20,8,35.05
340,1809,中釉,"1,896,431",708,"21,180,283",11.50,11.50,11.05,11.10,-,0.3,11.10,39,11.15,38,0.00
341,1810,和成,"1,067,900",312,"9,874,020",9.22,9.36,9.15,9.19,-,0.11,9.18,13,9.19,11,26.26
342,1817,凱撒衛,"37,013",27,"1,149,557",31.20,31.20,31.00,31.15, ,0.0,31.05,5,31.15,4,11.93
343,1903,士紙,"890,199",633,"54,432,375",60.80,63.60,58.50,63.40,+,2.8,63.40,1,63.50,32,0.00
344,1904,正隆,"12,341,625","5,429","362,439,175",29.45,30.00,28.90,29.00,+,0.5,29.00,63,29.05,5,10.14
345,1905,華紙,"4,884,146","1,342","45,629,992",9.25,9.49,9.20,9.25,+,0.05,9.25,17,9.27,31,0.00
346,1906,寶隆,"658,003",235,"9,634,794",14.60,14.90,14.50,14.60,+,0.05,14.60,9,14.65,21,27.04
347,1907,永豐餘,"7,420,610","1,929","132,935,945",17.85,18.30,17.70,17.85,+,0.1,17.80,81,17.85,4,8.42
348,1909,榮成,"15,163,194","4,023","270,206,895",17.75,18.20,17.60,17.70,+,0.25,17.70,1,17.75,43,39.33
349,2002,中鋼,"13,806,399","4,313","288,967,196",20.95,21.00,20.85,20.95, ,0.0,20.90,36,20.95,336,0.00
350,2002A,中鋼特,"35,000",27,"1,846,100",52.80,52.80,52.60,52.80, ,0.0,52.60,4,52.80,13,0.00
351,2006,東和鋼鐵,"10,035,541","3,892","299,400,508",29.70,30.30,29.55,30.00,+,0.45,29.95,66,30.00,790,14.78
352,2007,燁興,"1,519,111",679,"9,431,202",6.01,6.36,6.01,6.22,-,0.38,6.22,4,6.23,8,0.00
353,2008,高興昌,"143,565",89,"1,920,183",13.45,13.55,13.15,13.35,-,0.55,13.35,2,13.40,1,0.00
354,2009,第一銅,"5,251,494",909,"53,732,393",9.68,10.30,9.68,10.30,+,0.92,10.30,"24,990",--,0,0.00
355,2010,春源,"7,362,828","1,845","84,180,733",11.40,11.65,11.30,11.50,+,0.2,11.45,27,11.50,142,25.56
356,2012,春雨,"682,552",336,"11,961,741",16.85,18.15,16.75,17.20,+,0.45,17.20,5,17.30,11,15.09
357,2013,中鋼構,"10,061,622","5,164","329,752,535",32.95,33.80,31.80,32.30,-,0.2,32.25,4,32.30,6,14.68
358,2014,中鴻,"9,490,267","2,531","98,947,395",10.50,10.65,10.20,10.30, ,0.0,10.25,355,10.30,81,0.00
359,2015,豐興,"195,886",164,"11,141,235",56.80,57.00,56.60,56.70,-,0.1,56.70,25,56.80,1,16.58
360,2017,官田鋼,"3,883,560","1,284","35,667,845",9.20,9.35,8.98,8.98,-,0.22,8.98,21,8.99,1,0.00
361,2020,美亞,"323,161",170,"5,319,355",16.45,16.60,16.35,16.45,+,0.1,16.40,28,16.45,34,12.85
362,2022,聚亨,"1,030,347",378,"5,949,978",5.62,5.89,5.60,5.75,+,0.13,5.75,23,5.76,10,0.00
363,2023,燁輝,"4,745,659","1,503","50,245,111",10.75,10.85,10.45,10.50,-,0.05,10.45,214,10.50,14,0.00
364,2024,志聯,"2,623",6,"38,995",15.20,15.20,14.70,14.70,-,0.3,14.80,1,14.95,7,0.00
365,2025,千興,"3,444,999",292,"9,747,026",2.68,2.91,2.68,2.91,+,0.26,2.91,321,--,0,0.00
366,2027,大成鋼,"11,146,890","4,140","231,705,890",21.25,21.40,20.55,20.70,-,0.7,20.70,79,20.75,40,0.00
367,2028,威致,"1,046,800",134,"10,600,988",10.25,10.45,9.98,10.00,-,0.25,10.00,6,10.10,6,19.23
368,2029,盛餘,"171,216",114,"3,265,254",19.10,19.20,18.90,19.20,+,0.1,19.05,10,19.20,4,0.00
369,2030,彰源,"293,618",112,"3,160,878",10.60,10.85,10.60,10.75,+,0.15,10.70,101,10.75,41,28.29
370,2031,新光鋼,"4,536,947","2,122","146,407,292",32.30,33.10,31.80,31.95,-,0.2,31.90,35,31.95,4,49.15
371,2032,新鋼,"2,556,606",919,"27,658,723",10.20,11.15,10.20,10.70,+,0.55,10.65,22,10.70,38,24.88
372,2033,佳大,"166,092",85,"1,693,574",10.00,10.35,10.00,10.30,+,0.3,10.20,2,10.30,8,20.60
373,2034,允強,"200,176",148,"4,710,099",23.70,23.85,22.90,23.55,-,0.1,23.55,34,23.60,1,21.22
374,2038,海光,"4,998,950","1,465","52,795,990",10.60,10.90,10.30,10.30,+,0.2,10.30,100,10.40,82,0.00
375,2049,上銀,"1,408,209","1,033","454,782,939",327.50,327.50,321.00,321.50,-,4.0,321.50,9,322.00,36,115.23
376,2059,川湖,"221,189",216,"66,874,645",304.00,304.00,301.00,303.50,+,3.5,302.50,4,303.50,1,20.87
377,2062,橋椿,"315,015",203,"8,212,144",26.10,26.30,25.85,26.10,+,0.05,26.05,2,26.10,4,0.00
378,2069,運錩,"43,000",22,"648,700",15.15,15.15,15.00,15.10,-,0.05,15.10,6,15.15,14,0.00
379,2101,南港,"961,343",539,"46,428,064",48.20,48.65,48.00,48.20, ,0.0,48.20,479,48.30,8,39.19
380,2102,泰豐,"711,813",332,"15,260,441",21.30,21.60,21.30,21.50,+,0.2,21.50,2,21.55,27,0.00
381,2103,台橡,"4,531,147","1,317","83,412,500",18.90,19.00,18.15,18.40,-,0.4,18.35,53,18.40,35,230.00
382,2104,國際中橡,"3,483,929","1,453","70,887,450",20.80,20.80,20.20,20.25,-,0.35,20.25,139,20.30,6,0.00
383,2105,正新,"3,249,048","1,688","122,752,950",38.00,38.20,37.55,37.80,-,0.1,37.80,3,37.85,10,121.94
384,2106,建大,"616,411",305,"18,279,650",29.50,30.00,29.50,29.75,+,0.1,29.75,4,29.80,3,51.29
385,2107,厚生,"2,234,226",827,"47,407,998",21.25,21.55,20.90,21.20, ,0.0,21.20,26,21.35,14,9.51
386,2108,南帝,"7,662,670","4,429","378,703,627",48.35,50.70,48.20,48.20,+,0.45,48.20,21,48.30,10,17.46
387,2109,華豐,"190,182",79,"2,403,839",12.75,12.75,12.60,12.70, ,0.0,12.70,5,12.80,3,50.80
388,2114,鑫永銓,"72,434",64,"5,831,537",80.00,80.90,80.00,80.50, ,0.0,80.50,1,80.60,2,14.80
389,2115,六暉-KY,"19,000",19,"793,550",42.35,42.35,41.40,41.40,-,0.15,41.45,3,41.70,1,6.58
390,2201,裕隆,"2,536,422","1,116","59,966,559",23.70,23.95,23.40,23.60,-,0.1,23.60,269,23.65,31,0.00
391,2204,中華,"843,086",637,"35,410,562",42.35,42.35,41.70,42.05,-,0.1,42.05,2,42.10,2,0.00
392,2206,三陽工業,"1,430,896",517,"33,525,655",23.50,23.60,23.10,23.25,+,0.05,23.25,15,23.30,6,18.02
393,2207,和泰車,"464,898",423,"294,318,700",627.00,639.00,625.00,637.00,+,12.0,637.00,11,638.00,12,26.90
394,2208,台船,"2,202,805","1,150","55,355,181",25.30,25.55,24.85,25.10,-,0.15,25.05,37,25.10,12,0.00
395,2227,裕日車,"77,301",83,"19,075,198",246.00,250.00,245.00,249.50,+,4.5,249.50,1,250.00,22,12.78
396,2228,劍麟,"153,375",147,"11,993,800",77.50,78.90,77.00,78.80,+,2.1,78.70,1,78.80,6,16.77
397,2231,為升,"1,181,122","1,014","196,766,405",166.50,169.50,163.00,168.00,+,1.5,168.00,18,168.50,22,45.28
398,2233,宇隆,"534,707",357,"39,535,367",73.20,74.80,73.00,74.20,+,1.0,74.10,1,74.30,2,16.10
399,2236,百達-KY,"22,200",20,"389,438",17.65,17.65,17.40,17.55,-,0.1,17.50,2,17.65,7,24.04
400,2239,英利-KY,"88,654",71,"6,632,496",76.10,76.10,74.20,74.70,-,0.4,74.70,5,75.10,9,25.67
401,2241,艾姆勒,"753,703",524,"41,322,971",54.40,58.00,53.00,56.80,+,2.5,56.50,5,56.80,2,90.16
402,2243,宏旭-KY,"12,001",12,"138,011",11.75,11.75,11.45,11.45,-,0.1,11.40,6,11.45,1,0.00
403,2301,光寶科,"3,613,788","1,724","168,521,386",46.45,47.00,46.25,47.00,+,0.75,46.95,1,47.00,70,10.38
404,2302,麗正,"2,332,046",832,"28,762,383",12.20,13.00,11.90,13.00,+,0.9,12.95,117,13.00,17,0.00
405,2303,聯電,"142,653,704","34,272","3,395,418,023",23.50,24.10,23.50,23.90,+,0.9,23.85,355,23.90,"4,303",18.53
406,2305,全友,"1,666,964",657,"12,947,109",7.65,7.86,7.65,7.74,+,0.1,7.74,2,7.75,21,193.50
407,2308,台達電,"4,392,422","2,665","830,836,958",190.00,191.00,187.50,189.00,+,1.5,189.00,4,189.50,272,24.71
408,2312,金寶,"5,189,496","1,316","56,865,299",10.95,11.05,10.85,11.00,+,0.1,11.00,115,11.05,392,50.00
409,2313,華通,"30,179,460","14,907","1,433,607,672",48.00,48.10,46.55,46.60,-,0.7,46.60,182,46.65,219,11.48
410,2314,台揚,"867,105",486,"20,574,818",23.55,23.95,23.50,23.70,+,0.1,23.65,29,23.70,4,0.00
411,2316,楠梓電,"2,319,909","1,413","73,250,332",31.00,31.90,31.00,31.45,+,0.65,31.40,12,31.50,7,14.10
412,2317,鴻海,"27,029,525","13,151","2,139,654,572",78.80,79.50,78.60,79.40,+,0.9,79.40,175,79.50,"2,366",10.64
413,2321,東訊,"920,155",175,"3,487,382",3.79,3.79,3.79,3.79,+,0.34,3.79,"2,025",--,0,0.00
414,2323,中環,"25,151,056","3,298","208,680,043",8.28,8.37,8.18,8.21,+,0.01,8.21,70,8.23,14,0.00
415,2324,仁寶,"6,366,579","2,517","121,982,514",19.25,19.30,19.10,19.15, ,0.0,19.15,147,19.20,279,13.03
416,2327,國巨,"6,629,852","5,301","2,354,375,398",352.50,359.50,350.00,358.50,+,9.0,358.00,79,358.50,68,20.59
417,2328,廣宇,"1,311,261",476,"23,811,581",18.05,18.30,18.05,18.10,+,0.05,18.05,100,18.10,7,12.31
418,2329,華泰,"1,291,121",464,"13,772,171",10.70,10.75,10.60,10.70,+,0.05,10.65,163,10.70,26,214.00
419,2330,台積電,"39,325,833","19,854","17,282,659,859",436.00,442.00,435.50,441.00,+,4.5,440.50,329,441.00,336,25.14
420,2331,精英,"1,877,750",627,"23,415,599",12.50,12.60,12.35,12.45, ,0.0,12.45,32,12.50,"1,193",25.94
421,2332,友訊,"6,696,304","2,074","122,195,254",18.00,18.50,17.90,18.35,+,0.4,18.35,76,18.40,47,0.00
422,2337,旺宏,"39,008,020","14,625","1,261,836,386",32.30,32.75,31.85,32.20,+,0.4,32.15,175,32.20,144,11.58
423,2338,光罩,"1,491,889",774,"43,501,747",28.95,29.35,28.95,29.25,+,0.35,29.20,58,29.25,11,36.56
424,2340,光磊,"9,589,694","3,450","219,815,406",23.45,23.60,22.50,23.00,-,0.25,23.00,59,23.05,75,17.04
425,2342,茂矽,"1,077,686",589,"31,198,446",28.70,29.20,28.65,28.95,+,0.25,28.95,8,29.00,81,0.00
426,2344,華邦電,"37,366,358","8,452","511,465,149",13.65,13.90,13.55,13.60,+,0.1,13.55,"1,461",13.60,907,54.40
427,2345,智邦,"4,038,759","2,316","889,019,723",219.00,223.00,217.50,218.50,+,3.0,218.50,105,219.00,1,24.36
428,2347,聯強,"1,904,876",957,"80,946,990",42.80,42.80,42.30,42.75,+,0.15,42.60,3,42.75,51,9.99
429,2348,海悅,"355,201",256,"32,786,293",92.70,93.00,91.50,92.70, ,0.0,92.60,1,92.70,9,9.75
430,2349,錸德,"9,246,499","2,108","59,552,461",6.54,6.55,6.34,6.35,-,0.08,6.35,90,6.38,8,0.00
431,2351,順德,"2,590,300","1,837","141,792,867",54.00,57.50,53.50,54.20,+,0.5,54.00,9,54.20,32,33.05
432,2352,佳世達,"4,712,986","1,921","92,037,864",19.60,19.65,19.35,19.55,+,0.25,19.50,99,19.55,95,13.58
433,2353,宏碁,"41,025,451","12,383","1,017,742,975",24.30,25.10,24.25,25.10,+,0.9,25.05,61,25.10,495,23.03
